;tweetid;stance;senti;target;moral;toxic;act;vad
52;1284847290390282242;AGAINST;neg;stay_at_home_orders;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.3963636363636363, 0.35263636363636364, 0.37836363636363646]
53;1280336832996061186;AGAINST;neg;stay_at_home_orders;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.29774999999999996, 0.42425, 0.3345]
54;1284090913921302531;AGAINST;neg;stay_at_home_orders;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];toxic;exp;[0.29623076923076924, 0.3313846153846154, 0.3844615384615384]
55;1283422153292087302;AGAINST;other;stay_at_home_orders;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.4262083333333333, 0.32179166666666664, 0.3530416666666667]
56;1280224079950123008;AGAINST;neg;stay_at_home_orders;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.11, 0.33116666666666666, 0.243]
57;1282012988862394370;AGAINST;neg;stay_at_home_orders;[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];toxic;exp;[0.3887777777777778, 0.22066666666666668, 0.33266666666666667]
58;1276655848916422661;AGAINST;neg;stay_at_home_orders;[1, 0, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;exp;[0.3647058823529412, 0.29152941176470587, 0.36170588235294115]
59;1278526704886177792;AGAINST;neg;stay_at_home_orders;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.4215555555555555, 0.3195555555555555, 0.36081481481481475]
60;1280185463752609795;AGAINST;neg;stay_at_home_orders;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];toxic;sug;[0.22628571428571428, 0.36778571428571427, 0.3100714285714286]
61;1277005221881937920;AGAINST;neg;stay_at_home_orders;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];toxic;sta;[0.18460000000000001, 0.2206, 0.20779999999999998]
62;1283228750474289152;AGAINST;neg;stay_at_home_orders;[0, 1, 0, 1, 0, 0, 0, 0, 0, 1];non_toxic;que;[0.48605263157894735, 0.34642105263157896, 0.44278947368421057]
63;1282885115442429952;AGAINST;other;stay_at_home_orders;[0, 1, 1, 0, 1, 0, 0, 0, 0, 0];toxic;sta;[0.40333333333333327, 0.399047619047619, 0.3770476190476191]
64;1289960121272094720;AGAINST;neg;stay_at_home_orders;[1, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.4781428571428571, 0.31364285714285717, 0.4074285714285715]
65;1278586703742148609;AGAINST;neg;stay_at_home_orders;[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.43983333333333335, 0.298, 0.3095]
66;1280936365685968897;AGAINST;neg;stay_at_home_orders;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];toxic;sug;[0.3461851851851852, 0.3171111111111112, 0.3677777777777778]
67;1282450744231124992;AGAINST;other;stay_at_home_orders;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.3590666666666667, 0.3148666666666667, 0.35973333333333335]
68;1282902757016403968;AGAINST;neg;stay_at_home_orders;[0, 1, 0, 1, 0, 0, 0, 0, 0, 1];toxic;exp;[0.4955, 0.47125000000000006, 0.503375]
69;1285932562251227136;AGAINST;neg;stay_at_home_orders;[0, 1, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.338, 0.1970909090909091, 0.2964545454545454]
70;1282869517241192452;AGAINST;neg;stay_at_home_orders;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];toxic;sug;[0.19520000000000004, 0.2773, 0.2531]
71;1283518601660522497;AGAINST;neg;stay_at_home_orders;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];toxic;exp;[0.25509375, 0.2803125, 0.27696875000000004]
72;1283499198248185857;AGAINST;neg;stay_at_home_orders;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.21400000000000002, 0.2702, 0.25]
73;1281370630659600385;AGAINST;neg;stay_at_home_orders;[0, 1, 0, 1, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.4055789473684211, 0.29500000000000004, 0.42552631578947364]
74;1277382338641448960;AGAINST;neg;stay_at_home_orders;[0, 0, 0, 0, 0, 1, 0, 1, 0, 0];non_toxic;sta;[0.39043999999999995, 0.32295999999999997, 0.27283999999999997]
75;1281820705080905728;AGAINST;neg;stay_at_home_orders;[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];toxic;sta;[0.4084499999999999, 0.43, 0.49470000000000003]
76;1287570524080504832;AGAINST;other;stay_at_home_orders;[0, 1, 0, 0, 1, 0, 0, 0, 0, 0];toxic;exp;[0.5547894736842106, 0.45426315789473676, 0.5213157894736842]
77;1276682346725605376;AGAINST;neg;stay_at_home_orders;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.39905555555555555, 0.4013888888888889, 0.4212777777777778]
78;1289914664638455808;AGAINST;neg;stay_at_home_orders;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;sta;[0.322, 0.3596842105263158, 0.3686315789473685]
79;1282890341478051840;AGAINST;pos;stay_at_home_orders;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.3795555555555556, 0.31666666666666665, 0.41144444444444445]
80;1289747293306929154;AGAINST;neg;stay_at_home_orders;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.3229375, 0.27668750000000003, 0.29425]
81;1253266765687271424;AGAINST;neg;stay_at_home_orders;[0, 1, 0, 0, 0, 1, 0, 0, 0, 1];non_toxic;sta;[0.3672, 0.3264666666666667, 0.4406666666666667]
82;1277260829042388995;AGAINST;neg;stay_at_home_orders;[0, 0, 0, 1, 0, 0, 0, 1, 0, 0];non_toxic;sta;[0.38565217391304346, 0.308391304347826, 0.34230434782608693]
83;1290063970397609984;AGAINST;neg;stay_at_home_orders;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.42899999999999994, 0.33171428571428574, 0.32542857142857146]
84;1285544823034908673;AGAINST;neg;stay_at_home_orders;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];toxic;sug;[0.42788888888888893, 0.2695, 0.33277777777777773]
85;1283418416314032139;NONE;other;stay_at_home_orders;[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;oth;[0.22089999999999996, 0.18359999999999999, 0.1878]
86;1280518530140602368;NONE;neg;stay_at_home_orders;[0, 0, 1, 0, 0, 1, 0, 0, 0, 0];non_toxic;sta;[0.16314285714285712, 0.5947142857142858, 0.36985714285714283]
87;1285335586748997638;NONE;neg;stay_at_home_orders;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];toxic;sta;[0.315741935483871, 0.3978709677419355, 0.36512903225806453]
88;1287624955912433664;NONE;neg;stay_at_home_orders;[0, 0, 0, 1, 0, 1, 0, 1, 0, 0];toxic;que;[0.3602142857142857, 0.30964285714285716, 0.3797142857142857]
89;1281953823402201092;NONE;other;stay_at_home_orders;[0, 1, 1, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.2549230769230769, 0.25876923076923075, 0.2713846153846154]
90;1285966951773360129;NONE;other;stay_at_home_orders;[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.198, 0.15366666666666667, 0.1531111111111111]
91;1287744434675712000;NONE;neg;stay_at_home_orders;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.41025, 0.275625, 0.246375]
92;1281965924489277442;NONE;other;stay_at_home_orders;[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;oth;[0.2937692307692308, 0.30653846153846154, 0.34761538461538455]
93;1285206355918413824;NONE;other;stay_at_home_orders;[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;oth;[0.24820000000000003, 0.1853, 0.189]
94;1286920874633900033;NONE;neg;stay_at_home_orders;[0, 0, 0, 0, 0, 1, 0, 1, 0, 0];toxic;exp;[0.26571428571428574, 0.21890476190476188, 0.25190476190476185]
95;1289248763912097792;NONE;other;stay_at_home_orders;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.571, 0.31, 0.482]
96;1286708784891666432;NONE;other;stay_at_home_orders;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.19283333333333333, 0.15816666666666665, 0.18100000000000002]
97;1284963629184495619;NONE;other;stay_at_home_orders;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.5211666666666667, 0.4297777777777779, 0.47438888888888875]
98;1277500074633854977;NONE;other;stay_at_home_orders;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.33443478260869564, 0.35652173913043483, 0.3354347826086956]
99;1290785795616514048;NONE;other;stay_at_home_orders;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.69375, 0.13999999999999999, 0.28575]
100;1288499655458914305;NONE;other;stay_at_home_orders;[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.47275, 0.30262500000000003, 0.3405]
101;1287031942731444224;NONE;other;stay_at_home_orders;[1, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;oth;[0.2848333333333333, 0.28150000000000003, 0.30733333333333335]
102;1276105761437945856;NONE;neg;stay_at_home_orders;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.3362380952380953, 0.37676190476190474, 0.3829047619047619]
103;1285933792411164672;NONE;other;stay_at_home_orders;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.198, 0.15366666666666667, 0.1531111111111111]
104;1285232913873854471;NONE;other;stay_at_home_orders;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.22275, 0.172875, 0.17225]
105;1277273010995638272;NONE;pos;stay_at_home_orders;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.43260000000000004, 0.30655, 0.38849999999999996]
106;1282137905360785414;NONE;other;stay_at_home_orders;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.21283333333333332, 0.12866666666666668, 0.143]
107;1280556898966798336;NONE;pos;stay_at_home_orders;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.44449999999999995, 0.30075, 0.48341666666666666]
108;1288740690415869953;NONE;other;stay_at_home_orders;[0, 0, 1, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.23005882352941176, 0.22635294117647062, 0.217]
109;1283486506129281026;NONE;neg;stay_at_home_orders;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];toxic;exp;[0.27616, 0.30907999999999997, 0.35056000000000004]
110;1288462544932397057;NONE;other;stay_at_home_orders;[0, 1, 0, 1, 0, 0, 0, 0, 0, 1];non_toxic;sta;[0.34149999999999997, 0.19308333333333336, 0.21108333333333332]
111;1281422768580333569;NONE;neg;stay_at_home_orders;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.224, 0.34650000000000003, 0.29425]
112;1281944807363969024;NONE;other;stay_at_home_orders;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;oth;[0.27441666666666664, 0.26025000000000004, 0.27558333333333335]
113;1285229902397091843;NONE;other;stay_at_home_orders;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];non_toxic;exp;[0.24236363636363636, 0.1967272727272727, 0.1928181818181818]
114;1280537029676347393;NONE;other;stay_at_home_orders;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;oth;[0.074, 0.030625, 0.05825]
115;1283364680434581509;NONE;other;stay_at_home_orders;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.3282, 0.2133, 0.23199999999999998]
116;1282442573366190080;NONE;other;stay_at_home_orders;[0, 0, 1, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.2638333333333333, 0.2085, 0.2723333333333333]
117;1288133301044158464;NONE;other;stay_at_home_orders;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;oth;[0.2626, 0.1991, 0.2205]
118;1290760704916688897;NONE;pos;stay_at_home_orders;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.5266666666666666, 0.3677777777777778, 0.4665]
119;1281122383152115717;NONE;neg;stay_at_home_orders;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];toxic;oth;[0.0, 0.226, 0.09799999999999999]
120;1290674985489571840;NONE;other;stay_at_home_orders;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.22275, 0.172875, 0.17225]
121;1290727062584451073;NONE;neg;stay_at_home_orders;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.3307272727272727, 0.14963636363636362, 0.258]
122;1290472661731045378;NONE;neg;stay_at_home_orders;[0, 0, 0, 1, 0, 1, 0, 0, 0, 0];non_toxic;sta;[0.33299999999999996, 0.22275, 0.26225]
123;1278197692783456256;NONE;pos;stay_at_home_orders;[1, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.4798571428571428, 0.2905714285714286, 0.45585714285714285]
124;1288472826589126661;NONE;other;stay_at_home_orders;[0, 1, 0, 0, 1, 0, 1, 0, 0, 0];non_toxic;oth;[0.2529090909090909, 0.17290909090909093, 0.18645454545454546]
125;1281957818732511234;NONE;other;stay_at_home_orders;[1, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;sug;[0.21484615384615383, 0.2802307692307693, 0.24138461538461536]
126;1289907574779703297;NONE;other;stay_at_home_orders;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.3473214285714286, 0.23203571428571432, 0.2575]
127;1284169611462795265;NONE;pos;stay_at_home_orders;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.56525, 0.4145, 0.49675]
128;1289872638777597954;NONE;other;stay_at_home_orders;[1, 0, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;oth;[0, 0, 0]
129;1287440766936035328;NONE;pos;stay_at_home_orders;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.41816666666666663, 0.23783333333333334, 0.2515]
130;1281805771538235393;NONE;pos;stay_at_home_orders;[0, 0, 0, 0, 1, 0, 1, 0, 0, 0];non_toxic;sta;[0.5269999999999999, 0.33475, 0.303125]
131;1289567441501270018;NONE;other;stay_at_home_orders;[1, 0, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;oth;[0.25923076923076926, 0.23707692307692307, 0.2783076923076923]
132;1285172990410256385;NONE;other;stay_at_home_orders;[0, 0, 0, 1, 0, 1, 0, 0, 0, 0];non_toxic;sta;[0, 0, 0]
133;1282104820351021057;NONE;other;stay_at_home_orders;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.23042857142857143, 0.144, 0.1722857142857143]
134;1290649208366784512;NONE;other;stay_at_home_orders;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;oth;[0.2529, 0.2671, 0.2575]
135;1283433537148944387;NONE;other;stay_at_home_orders;[0, 0, 1, 1, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.27912499999999996, 0.28, 0.21862499999999999]
136;1288732138020442112;NONE;other;stay_at_home_orders;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.40825, 0.2715416666666667, 0.37400000000000005]
137;1278451768976912386;NONE;other;stay_at_home_orders;[0, 0, 0, 1, 0, 0, 0, 1, 0, 0];non_toxic;exp;[0.4206666666666667, 0.3227083333333333, 0.39341666666666675]
138;1282695100850675715;NONE;other;stay_at_home_orders;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;oth;[0.17876923076923076, 0.12884615384615383, 0.13446153846153847]
139;1282106099353747463;NONE;other;stay_at_home_orders;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.20542857142857143, 0.08514285714285716, 0.10442857142857143]
140;1286593647291576321;NONE;other;stay_at_home_orders;[0, 0, 1, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.4602777777777778, 0.3123888888888888, 0.40594444444444444]
141;1287829217107824645;NONE;neg;stay_at_home_orders;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;exp;[0.4165, 0.48389999999999994, 0.5791999999999999]
142;1278355300903501825;NONE;other;stay_at_home_orders;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.29733333333333334, 0.247, 0.21433333333333335]
143;1284762428769787907;NONE;pos;stay_at_home_orders;[0, 0, 1, 0, 0, 0, 0, 0, 1, 0];non_toxic;sug;[0.57075, 0.18412499999999998, 0.4448125]
144;1282697310405894145;NONE;other;stay_at_home_orders;[1, 0, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;oth;[0.24820000000000003, 0.1853, 0.189]
145;1282947582868836352;NONE;neg;stay_at_home_orders;[0, 0, 0, 0, 0, 1, 0, 1, 0, 0];non_toxic;exp;[0.43542857142857144, 0.3122142857142857, 0.3554285714285714]
146;1283403962918502402;NONE;other;stay_at_home_orders;[1, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.1782, 0.1383, 0.13779999999999998]
147;1290659933768343552;NONE;other;stay_at_home_orders;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.1782, 0.1383, 0.13779999999999998]
